comment,text_clean,sentiment,sentiment_score
3m jadi nya kek gini😭,jadi nya kek gini,Negatif,0.9286
"tau mainan dodol2 an jaman 90 an
y sprt ini 🤣🤣",tau mainan dodol an jaman an sprt,Negatif,0.9641
iya tau2 ditembak harganya.. yuk koprasi cantumkan harganya,iya tau ditembak harganya yuk koprasi cantumkan harganya,Netral,0.9852
baru buka aja udah bangkrutt. gimana lanjutannya,baru buka aja udah bangkrutt gimana lanjutannya,Negatif,0.9942
lokernya bisik2 ya ....🤔,lokernya bisik,Negatif,0.3986
"gak hanya kepala desah doang pemborong nya becus apa gak sekarang realistis aja deh Lo liat liat sekolah"" di berbagai daerah banyak yang ngelu soal mbg karna banyak yang keracunan menu gak sesuai guwe udah pernah lihat kepala mata saya sendiri anak saya dan zaman sekarang susah kalo ngeritik rezim ini gak bakal di dengerin presiden kita itu keras kepala loh lihat no daerah daerah Plosok susahnya kayak apa",gak kepala desah doang pemborong nya becus apa gak sekarang realistis aja deh lo liat liat sekolah berbagai daerah banyak ngelu soal mbg karna banyak keracunan menu gak sesuai guwe udah pernah lihat kepala mata sendiri anak zaman sekarang susah kalo ngeritik rezim gak bakal dengerin presiden keras kepala loh lihat no daerah daerah plosok susahnya kayak apa,Negatif,0.9888
tapi persuratan nya sulit pak harus berkelompok,persuratan nya sulit pak berkelompok,Negatif,0.9938
gini yg mau di ngalahin Indomart sm Alfamart 😂😂,gini yg mau ngalahin indomart sm alfamart,Netral,0.9971
"aku kira koperasi merah putih itu.. kayak bang""plecit gtu",aku kira koperasi merah putih kayak bang plecit gtu,Negatif,0.7081
"Iki gayo minimarket Drajat iku to,kok dadi bedo nama😳",iki gayo minimarket drajat iku to kok dadi bedo nama,Negatif,0.9611
Gk menarik 🤣🤣🤣,gk menarik,Negatif,0.9975
ini tiba2 jadi karyawan tu kapan to open recruitment nya 😭,tiba jadi karyawan tu kapan to open recruitment nya,Netral,0.9888
BUZZER,buzzer,Negatif,0.8933
wakwaaauu😂😂,wakwaaauu,Positif,0.9748
"kalo belanja kita tetep di Indomaret saja ma, mbak, om, tante",kalo belanja tetep indomaret ma mbak om tante,Netral,0.643
GJLS,gjls,Negatif,0.7666
@aydkt.pra,pra,Netral,0.4708
indomaret Alfamart udah ada ngapain ditambah lagi jir,indomaret alfamart udah ngapain ditambah jir,Negatif,0.8615
Stop bicara pak #izin,stop bicara pak,Negatif,0.9952
koprasi nek deso ku lagi dadi😅,koprasi nek deso ku dadi,Negatif,0.8489
jadi ladang korupsi lagii itu kopdess😅😅,jadi ladang korupsi lagii kopdess,Negatif,0.9962
Ruko gedenya ga kira” isinya seuprit😭mending alfa indo,ruko gedenya ga kira isinya seuprit mending alfa indo,Negatif,0.7085
display nya gmn dah,display nya gmn dah,Negatif,0.9432
segitu lowongnya cuma jualan milo 😳,segitu lowongnya cuma jualan milo,Negatif,0.9895
kayak toko mau bangkrut?,kayak toko mau bangkrut,Negatif,0.9977
Johhhh kemunduran teknologiiiii,johhhh kemunduran teknologiiiii,Negatif,0.9961
[Sticker] ,sticker,Positif,0.6144
katanya harus lulus s1 ko ini sma😭,katanya lulus ko sma,Negatif,0.8172
Bubar,bubar,Negatif,0.9965
"Etalase sama warung madura pun kalah telak apalagi sama mini market, bisa-bisanya nyuruh tutup. Nyusahin masyarakat iya nambah angka pengangguran juga iya",etalase sama warung madura kalah telak sama mini market bisanya nyuruh tutup nyusahin masyarakat iya nambah angka pengangguran iya,Negatif,0.9976
tempatnya kegedean barang&produknya dikit jd kek kopong gajelas gt😂,tempatnya kegedean barang produknya dikit jd kek kopong gajelas gt,Negatif,0.998
"Setahun kemudian , informasi direktur Mp bahwa KMP dalam ke adaan merugi , padhl ngk ada saingan 😂",setahun kemudian informasi direktur mp kmp adaan merugi padhl ngk saingan,Negatif,0.9842
"jadi Mentri baru kq sudah o,on jalan pikiranya",jadi mentri baru kq on jalan pikiranya,Netral,0.9838
mana boleh display seperti itu😭,mana display,Negatif,0.9402
Trus nasib warung kecil gmna??,trus nasib warung kecil gmna,Negatif,0.8597
hari ini dibuka seminggu lagi ditutup 😂😂,hari dibuka seminggu ditutup,Netral,0.9937
"it cuma berlaku 1 hari aja,habis it tutup lagi😁",it cuma berlaku hari aja habis it tutup,Netral,0.7537
padahal udah ada kandidat sebelum itu,padahal udah kandidat,Negatif,0.976
mntab,mntab,Positif,0.6233
"pembukaan koperasi di atas kesedihan nya Indomaret dan Alfamart, dan puluhan ribu org yg bergantung hidup di sana kl beneran mreka di tutup. dan ini yg kesekian kalinya pemerintah membuat masyarakat pada kehilangan pekerjaan.. gila ini mah!!!",pembukaan koperasi atas kesedihan nya indomaret alfamart puluhan ribu org yg bergantung hidup sana kl beneran mreka tutup yg kesekian kalinya pemerintah membuat masyarakat kehilangan pekerjaan gila mah,Negatif,0.9962
Lokasi dimana kak ? pinggir kuburan apa pucuk gunung ?,lokasi kak pinggir kuburan apa pucuk gunung,Netral,0.8624
akuu padamu kak,akuu padamu kak,Positif,0.6261
dari ritributor berapagas melon itu bohong,ritributor berapagas melon bohong,Negatif,0.9936
[Sticker] ,sticker,Positif,0.6144
wah kolom komentar banyak anak anak ku,wah kolom komentar banyak anak anak ku,Netral,0.6547
"Pak yg jadi anggota koperasi kluarga aparatur desa bahkan aparatur desa nya yg merangkap jadi pimpinan koperasi, bagaimana masyarakat bisa merasakan keadilan itu, yg berkecimpung ya itu itu saja krna tau lahan korupsi nya cuma berganti cara",pak yg jadi anggota koperasi kluarga aparatur desa bahkan aparatur desa nya yg merangkap jadi pimpinan koperasi bagaimana masyarakat merasakan keadilan yg berkecimpung krna tau lahan korupsi nya cuma berganti cara,Negatif,0.9509
yang dijual barang pabrikan ya...,dijual barang pabrikan,Netral,0.8484
wkwkwkwkwk omon omon,wkwkwkwkwk omon omon,Negatif,0.993
"yang menang, ya orang dalam",menang orang,Negatif,0.5992
disini ada 1 ka tp aku blm pernah masuk,disini ka tp aku blm pernah masuk,Netral,0.993
emang bisa?,emang,Positif,0.9393
y ella ini INdonesia broooo,ella indonesia broooo,Positif,0.9296
bahkan price tag aja gaada🥰,bahkan price tag aja gaada,Negatif,0.9203
kasian banget presiden dapat tipu org2 tdk capek ka tipu presiden prabowo,kasian banget presiden tipu org tdk capek ka tipu presiden prabowo,Negatif,0.998
niat ga si jualannya,niat ga si jualannya,Negatif,0.9055
yg pnting anggaran keluar,yg pnting anggaran keluar,Negatif,0.8535
habis Bikin vidio duduk aja sampe sore mau plg karna gada yg beli😂,habis bikin vidio duduk aja sampe sore mau plg karna gada yg beli,Netral,0.9465
menyeramkan,menyeramkan,Negatif,0.9973
lucunya negri ini 😂,lucunya negri,Positif,0.9894
mending ke Alfa atau indo,mending alfa indo,Netral,0.7596
"konsep nya aja ga jelas, lebih baik KUD aja bangkitin lagi",konsep nya aja ga jelas lebih baik kud aja bangkitin,Negatif,0.9936
"tp lokasinya aneh bnget, aku kalo punya modal usaha ky gini, mikir2 gak sih soal lokasi2nya",tp lokasinya aneh bnget aku kalo punya modal usaha ky gini mikir gak sih soal lokasinya,Negatif,0.9937
"besar amat tempat ya,isi ya cuma dikit,nga kaya indomaret tempat ya tdk besar barang ya banyak tidak melompong",besar tempat isi cuma dikit nga kaya indomaret tempat tdk besar barang banyak melompong,Negatif,0.9423
Negara nyaingin masyarakat nya😅,negara nyaingin masyarakat nya,Negatif,0.5505
"tau kan dalang Dibelakangnya siapa, Dengan kedok LOGO KOPDES, DALAMNYA ( IN*** )",tau kan dalang dibelakangnya siapa kedok logo kopdes dalamnya in,Negatif,0.9852
"tidak ada yg salah disini,indomarco adalah perusahaan yg memasarkan produk Indofood,kalau bukan ambil di indomarco jadi ambil dimana,mana ada masyarakat atau UMKM yg produksi mie merek indomie,atau intermie,,,yaa hanya indofood yg dipasarkan oleh PT Indomarco,,,yg jadi pertanyaan,bisakah kopdes menego harga yg lebih murah,supaya dipasaran bisa djual menjadi lebih murah,karna tujuan kopdes itu katanya untuk menyediakan barang2 murah,supaya masyarakat bisa terbantu,tapi kalau harga sama saja sama pasaran,fungsi kopdes itu tidak berjalan dengan fungsi yg dicanangkan",yg salah disini indomarco perusahaan yg memasarkan produk indofood kalau bukan ambil indomarco jadi ambil mana masyarakat umkm yg produksi mie merek indomie intermie yaa indofood yg dipasarkan pt indomarco yg jadi pertanyaan bisakah kopdes menego harga yg lebih murah dipasaran djual menjadi lebih murah karna tujuan kopdes katanya menyediakan barang murah masyarakat terbantu kalau harga sama sama pasaran fungsi kopdes berjalan fungsi yg dicanangkan,Negatif,0.4908
"GK bakalan lama,sebentar lagi juga bangkerut",gk bakalan lama sebentar bangkerut,Negatif,0.9156
Alfa Indomaret 🥰,alfa indomaret,Netral,0.9662
[Sticker] ,sticker,Positif,0.6144
klu ngecer gini gmana nasip toko sekitar,klu ngecer gini gmana nasip toko,Negatif,0.5599
sabun satu merek semua 😂😂😂😂,sabun satu merek semua,Positif,0.8354
"buka belum tentu lama..
Bangkrut tentu pasti",buka lama bangkrut,Negatif,0.9969
"benar gak gas 16rb,jangan2 stok nya cuma 10",benar gak gas rb jangan stok nya cuma,Netral,0.7839
jangan sampai diuangkan,jangan diuangkan,Negatif,0.9908
program buang buang duit ujung ujung nya tutup gak jalan 😂,program buang buang duit ujung ujung nya tutup gak jalan,Negatif,0.997
Sumber Korupsi Baru,sumber korupsi baru,Negatif,0.9952
Itu produk nya disuruh sosial distancing bang,produk nya disuruh sosial distancing bang,Negatif,0.988
"saya punya toko klontong sembako aman aman aja,didaerahku juga ada koprasi merah putih,rizki udah ada yang ngatur,Alhamdulilah pendapatan penjualan tdk menurun....aman aman aja",punya toko klontong sembako aman aman aja didaerahku koprasi merah putih rizki udah ngatur alhamdulilah pendapatan penjualan tdk menurun aman aman aja,Positif,0.9769
Jualan rak?,jualan rak,Positif,0.578
kita tunggu nanti harga aslinya,tunggu harga aslinya,Netral,0.8709
oalahhh proyek pesenan bos indomarco ternyata 🤣🤣🤣😂😂😂,oalahhh proyek pesenan bos indomarco ternyata,Positif,0.9379
"akuuu lebih setujuuu kalo dalam satu negara di tengah kota manapun di bikin toko yang lengkap tentang makanan kuliner oleh"" dari sluruh daerah Indonesia ada semua disitu, bkn makanan basah sii, ala"" snack"" aja, atau mkanan yg bisa di vakum dngn masing"" ketahanan produk.",akuuu lebih setujuuu kalo satu negara tengah kota manapun bikin toko lengkap makanan kuliner sluruh daerah indonesia semua disitu bkn makanan basah sii ala snack aja mkanan yg vakum dngn masing ketahanan produk,Positif,0.9743
mending warung Madura Alfa Indomaret,mending warung madura alfa indomaret,Netral,0.9883
16000 tapi stok abis 🤣🤣🤣🤣,stok abis,Positif,0.9693
betol,betol,Negatif,0.9938
boleh di borong minyak nya,borong minyak nya,Negatif,0.9968
"tetap mikirin kok mas. nanti alhasil semua pangan akan menurun mengikuti harga"" yang sudah memurah. jadi modal pedagangpun ga terlalu banyak😊",tetap mikirin kok mas alhasil semua pangan menurun mengikuti harga memurah jadi modal pedagangpun ga terlalu banyak,Positif,0.9161
drama konoha😂😂,drama konoha,Netral,0.4191
ada apa aja itu banyaknya,apa aja banyaknya,Negatif,0.7939
gak bakalan...yg sepi ya kopdes,gak bakalan yg sepi kopdes,Positif,0.944
"aku pendukung pak prabowo tapi untuk program koperasi merah putih ini gak cocok banget, kirain jadi tempat penyedia alat atau bahan untuk menunjang SDM supaya bisa mengembangkan SDA yang ada atau wadah promosi dari hasil karya atau alam yang ada disuatu daerah ternyata malah mau nyainigin minimarket swasta.",aku pendukung pak prabowo program koperasi merah putih gak cocok banget kirain jadi tempat penyedia alat bahan menunjang sdm mengembangkan sda wadah promosi hasil karya alam disuatu daerah ternyata malah mau nyainigin minimarket swasta,Negatif,0.9895
"program MBG, program merah putih,, Indonesia kebanyakan progam, akhirnya ancur semua, semua harga sembako melambung..",program mbg program merah putih indonesia kebanyakan progam akhirnya ancur semua semua harga sembako melambung,Negatif,0.9742
situ blnja di Kopdes..pak..😂😂😂😂,situ blnja kopdes pak,Netral,0.6193
[Sticker] kaya di game simulator,sticker kaya game simulator,Negatif,0.7105
lg main2 nan kah?,lg main nan,Netral,0.9478
"Model bangunannya ko tidak sama dengan KDMP yang lain yah ,",model bangunannya ko sama kdmp yah,Netral,0.9509
kalo bgtu monopoli donk yaa,kalo bgtu monopoli donk yaa,Negatif,0.982
oooo buat isi mbg???😭,oooo buat isi mbg,Negatif,0.8076
windah simulator,windah simulator,Netral,0.5962
lucunya pemimpin ini🗿,lucunya pemimpin,Positif,0.9343
Inovasi program yang sangat baik untuk memberdayakan ekonomi desa secara nyata dan berkelanjutan,inovasi program sangat baik memberdayakan ekonomi desa nyata berkelanjutan,Positif,0.988
udaah bener alfa indo . ngapaaaiinnn sih bikin beginian😫,udaah bener alfa indo ngapaaaiinnn sih bikin beginian,Negatif,0.9794
aw....,aw,Positif,0.5759
"Pak presiden pergi, harga pun ikut pergi pak,percaya dah😅😅😅",pak presiden pergi harga ikut pergi pak percaya dah,Negatif,0.9119
kata gua mah ga usah di display deh malu keliatan banget stoknya dikit mending kaya osave aja buka kardus doang kita yang beli langsung ambil😭,kata gua mah ga usah display deh malu keliatan banget stoknya dikit mending kaya osave aja buka kardus doang beli langsung ambil,Negatif,0.973
dari disini udah kelihatan kualitasnya.. bikin usaha tapi gamau bersaing karena jelas kalah saing..,disini udah kelihatan kualitasnya bikin usaha gamau bersaing jelas kalah saing,Negatif,0.9941
dijamin tutup kalau harganya lebih mahal dibanding swalayan,dijamin tutup kalau harganya lebih mahal dibanding swalayan,Negatif,0.9789
tdk selengkap alfamart dan indomaret,tdk selengkap alfamart indomaret,Negatif,0.9417
klo blnja kesitu apa harus buka sendal dlu ? wkwkw,klo blnja kesitu apa buka sendal dlu wkwkw,Netral,0.8927
[Sticker] umr tak,sticker umr tak,Netral,0.7213
ogahhh bangett 🤢🤢,ogahhh bangett,Negatif,0.9977
baris berbaris ta iku,baris berbaris ta iku,Netral,0.5587
"aneh² ja.
presiden masih kurang ja ya dgn gaji nya",aneh² ja presiden kurang ja dgn gaji nya,Negatif,0.8974
Ha ha haaaaa Tulll…👍👍🤲,ha ha haaaaa tulll,Positif,0.9117
Ok oce jan lupaaa,oce jan lupaaa,Netral,0.3655
bedanya dikelola reman kroni pejabat. seperti apa tata kelola mbg maka seperti itu pula tata kelola koper preman.,bedanya dikelola reman kroni pejabat apa tata kelola mbg tata kelola koper preman,Negatif,0.9909
saudara-saudara jogetin aja,saudara saudara jogetin aja,Negatif,0.9929
"oalah🤣😂,jualannya saiprit,paling2 beroperasi sekitar 2 bulan,habis itu kolaps,percaya deh.",oalah jualannya saiprit paling beroperasi bulan habis kolaps percaya deh,Negatif,0.805
sek anyar wajar rame,sek anyar wajar rame,Negatif,0.5611
"DULU PERNAH ADA PAKE NAMA AMANAH2AN,TP CUMA CROT BENTAR KELAR...GAK ADA KELAJUTAN.INTINYA CUMA MAEN2IN ANGGARAN.PAHAM DRAMA MAEN2AN GINI...",dulu pernah pake nama amanahan tp cuma crot bentar kelar gak kelajutan intinya cuma maenin anggaran paham drama maenan gini,Negatif,0.9843
belajar planogram dlu kak plis😂,belajar planogram dlu kak plis,Netral,0.9676
"nanti ujung2 nya gas kosong....
pengen lihat kebnarannya...",ujung nya gas kosong pengen lihat kebnarannya,Negatif,0.9887
emg ini sewaa @ekakedge,emg sewaa,Negatif,0.7169
[Sticker] ,sticker,Positif,0.6144
Lebih lengkap warung kelontong samping rumah yang jualannya dibteras rumah,lebih lengkap warung kelontong samping rumah jualannya dibteras rumah,Positif,0.5325
nih kapan bangkrutnya ya ketingalan berita🙏,nih kapan bangkrutnya ketingalan berita,Negatif,0.9962
emg petani ada gula minyak goreng tepung,emg petani gula minyak goreng tepung,Netral,0.6729
"di tempatku koprasi merah putih nya bekas bangunan sekolah, sekali lagi bangunan sekolah berubah jd koprasi merah putih. sekolah nya pindah",tempatku koprasi merah putih nya bekas bangunan sekolah sekali bangunan sekolah berubah jd koprasi merah putih sekolah nya pindah,Negatif,0.7571
[Sticker] ,sticker,Positif,0.6144
ini baru buka langsung bangkrut atau gimana sih,baru buka langsung bangkrut gimana sih,Negatif,0.9966
"apa ga mikirin nasib karyawan""nya, bukannya ngasih lapangan pekerjaan baru malah nutup yg ada aneh bngt pemikirannya",apa ga mikirin nasib karyawan nya bukannya ngasih lapangan pekerjaan baru malah nutup yg aneh bngt pemikirannya,Negatif,0.9975
alfamart dan indomaret ketawa melihat ini,alfamart indomaret ketawa melihat,Negatif,0.9893
"ada teori ada praktik, presiden berteori di desa praktinya 1-2 thun bubar jalan",teori praktik presiden berteori desa praktinya thun bubar jalan,Negatif,0.9804
"wkwkwk yang ada ga murah, sama aja mahal😂",wkwkwk ga murah sama aja mahal,Negatif,0.9973
3 bulan dia dah nutup biarin aja,bulan dah nutup biarin aja,Negatif,0.9883
viralin gaes. biar rame koperasinya. dan bisa memenuhi kebutuhan,viralin gaes biar rame koperasinya memenuhi kebutuhan,Negatif,0.9435
bangunan nya jadi aja belum,bangunan nya jadi aja,Negatif,0.9364
kalo kaya gitu mah nyaingin UMKM setempat🤣.... kirain bakal bantu jualin produk UMKM setempat atau hasil pertanian setempat 😭 malah konsepnya kaya Alfamart 🤣,kalo kaya gitu mah nyaingin umkm setempat kirain bakal bantu jualin produk umkm setempat hasil pertanian setempat malah konsepnya kaya alfamart,Negatif,0.7128
Kita BUKTIKAAAN,buktikaaan,Positif,0.966
pilih k warung kecil aja,pilih warung kecil aja,Netral,0.6968
buka jam 10 pagi tutup jam 3 sore😂,buka jam pagi tutup jam sore,Netral,0.9476
hahaha benar,hahaha benar,Positif,0.9498
mau beli gas satu tabung ajah harus nunjukin KTP.,mau beli gas satu tabung ajah nunjukin ktp,Netral,0.9908
udah kerja di malaysia aja aman gak bohong,udah kerja malaysia aja aman gak bohong,Positif,0.992
"masih acak acakan , kmp kalah start dengan Indomart",acak acakan kmp kalah start indomart,Negatif,0.9952
